Subject,ItemNo,Reaction.Time,Condition,item_num
mts199,9,840.680000022985,unrelated,Odd
mts199,9,512.0300000417046,related,Odd
mts199,10,495.81499997293577,related,Even
mts199,10,513.7899999972433,unrelated,Even
mts199,11,532.0749999955297,unrelated,Odd
mts199,11,420.3350000316277,related,Odd
mts199,12,621.3499999721535,unrelated,Even
mts199,12,591.9499999727122,related,Even
mts199,13,497.93499999213964,unrelated,Odd
mts199,13,994.9149999883957,related,Odd
mts199,14,535.8050000504591,related,Even
mts199,14,801.3999999966472,unrelated,Even
mts199,15,630.4050000035204,unrelated,Odd
mts199,15,539.4450000021607,related,Odd
mts199,16,669.8150000302121,related,Even
mts199,16,604.6700000297278,unrelated,Even
mts199,17,479.6249999781139,unrelated,Odd
mts199,17,560.715000028722,related,Odd
mts199,18,563.3149999775924,related,Even
mts199,18,595.4650000203401,unrelated,Even
mts199,19,514.595000015106,related,Odd
mts199,19,666.205000015907,unrelated,Odd
mts199,20,800.4499999806285,related,Even
mts199,20,572.844999958761,unrelated,Even
mts199,21,666.3349999580532,related,Odd
mts199,21,618.6500000185333,unrelated,Odd
mts199,23,739.594999991823,unrelated,Odd
mts199,23,548.8799999584444,related,Odd
mts199,24,682.3999999905936,related,Even
mts199,24,576.6949999961071,unrelated,Even
mts199,25,535.6150000006892,unrelated,Odd
mts199,25,513.7850000173785,related,Odd
mts199,26,570.8050000248477,related,Even
mts199,26,602.4000000325032,unrelated,Even
mts199,28,622.7450000005774,unrelated,Even
mts199,28,518.6049999902025,related,Even
mts199,31,795.8399999770336,related,Odd
mts199,31,571.8999999808148,unrelated,Odd
mts199,32,803.4699999843724,related,Even
mts199,32,534.7250000340864,unrelated,Even
mts199,33,670.4449999961071,related,Odd
mts199,33,489.3150000134483,unrelated,Odd
mts199,34,767.1449999907054,unrelated,Even
mts199,34,583.1550000002608,related,Even
mts199,35,469.9900000123307,related,Odd
mts199,35,548.0899999965914,unrelated,Odd
mts199,36,821.0799999651499,unrelated,Even
mts199,36,552.4250000016764,related,Even
mts199,37,485.94499996397644,unrelated,Odd
mts199,37,775.9450000012293,related,Odd
mts199,38,820.0049999868497,unrelated,Even
mts199,38,482.3399999877438,related,Even
mwn255,1,528.8999999974621,related,Odd
mwn255,1,631.9949999997625,unrelated,Odd
mwn255,2,719.7999999989406,unrelated,Even
mwn255,2,564.7900000002701,related,Even
mwn255,3,605.7199999995646,unrelated,Odd
mwn255,3,593.7999999986496,related,Odd
mwn255,4,802.5850000013597,related,Even
mwn255,4,629.8999999999069,unrelated,Even
mwn255,5,522.8399999978137,related,Odd
mwn255,5,748.9249999998137,unrelated,Odd
mwn255,6,800.7749999997031,unrelated,Even
mwn255,6,574.7100000006612,related,Even
mwn255,7,535.6800000008661,related,Odd
mwn255,7,601.5800000024028,unrelated,Odd
mwn255,8,650.2099999997881,unrelated,Even
mwn255,8,545.9599999994971,related,Even
mwn255,9,804.6700000013516,unrelated,Odd
mwn255,9,536.8300000010058,related,Odd
mwn255,10,569.9549999990268,related,Even
mwn255,10,559.9099999999162,unrelated,Even
mwn255,11,630.2350000005681,unrelated,Odd
mwn255,11,612.8749999988358,related,Odd
mwn255,12,1198.065000000497,unrelated,Even
mwn255,12,627.6700000017881,related,Even
mwn255,13,729.0049999974435,unrelated,Odd
mwn255,13,1115.729999997653,related,Odd
mwn255,14,778.3999999992666,related,Even
mwn255,14,593.0850000004284,unrelated,Even
mwn255,15,690.6049999997776,related,Odd
mwn255,15,634.6449999982724,unrelated,Odd
mwn255,16,1624.1750000008324,related,Even
mwn255,16,847.3049999992363,unrelated,Even
mwn255,17,1052.4350000013364,related,Odd
mwn255,17,682.4149999993388,unrelated,Odd
mwn255,18,578.9799999984098,related,Even
mwn255,18,840.5999999996275,unrelated,Even
mwn255,19,581.990000002319,related,Odd
mwn255,20,707.4500000016997,related,Even
mwn255,20,665.1400000009453,unrelated,Even
mwn255,21,609.9900000008056,unrelated,Odd
mwn255,21,586.6349999995437,related,Odd
mwn255,22,600.7650000028661,unrelated,Even
mwn255,22,831.194999998901,related,Even
mwn255,23,593.9499999985856,related,Odd
mwn255,23,620.7849999991595,unrelated,Odd
mwn255,25,615.5400000025984,related,Odd
mwn255,25,600.8199999998324,unrelated,Odd
mwn255,26,567.8599999992002,related,Even
mwn255,26,562.1050000008836,unrelated,Even
mwn255,27,917.9750000002969,related,Odd
mwn255,27,843.3450000011362,unrelated,Odd
mwn255,28,640.1700000024866,unrelated,Even
mwn255,28,576.3499999993946,related,Even
mwn255,29,735.9800000013201,unrelated,Odd
mwn255,29,653.1749999995809,related,Odd
mwn255,30,701.3399999996182,related,Even
mwn255,30,639.6900000000023,unrelated,Even
mwn255,31,725.4299999985378,related,Odd
mwn255,31,629.2950000024866,unrelated,Odd
mwn255,33,607.7300000033574,unrelated,Odd
mwn255,33,664.4699999997392,related,Odd
mwn255,34,876.7399999996996,unrelated,Even
mwn255,34,647.2250000005588,related,Even
mwn255,35,799.9400000007881,unrelated,Odd
mwn255,35,945.509999997681,related,Odd
mwn255,36,578.144999999553,unrelated,Even
mwn255,36,539.7599999997765,related,Even
mwn255,37,693.1250000015716,related,Odd
mwn255,37,757.144999999553,unrelated,Odd
mwn255,38,517.6250000004075,related,Even
mwn255,38,744.2699999993201,unrelated,Even
mwn255,39,715.0250000013039,unrelated,Odd
mwn255,39,573.8050000001676,related,Odd
mwn255,40,721.3300000003073,unrelated,Even
mxl068,1,757.370000006631,unrelated,Odd
mxl068,1,800.5150000099093,related,Odd
mxl068,2,806.7249999730848,unrelated,Even
mxl068,2,654.1399999987334,related,Even
mxl068,3,746.4299999992363,related,Odd
mxl068,3,603.3800000441261,unrelated,Odd
mxl068,4,789.3299999996088,unrelated,Even
mxl068,4,584.8149999510497,related,Even
mxl068,5,751.9150000298396,unrelated,Odd
mxl068,5,692.540000018198,related,Odd
mxl068,6,496.53000000398606,unrelated,Even
mxl068,6,484.80500001460314,related,Even
mxl068,7,796.8550000223331,related,Odd
mxl068,7,743.8250000122935,unrelated,Odd
mxl068,8,1323.9550000289455,unrelated,Even
mxl068,8,624.1100000333972,related,Even
mxl068,9,667.9950000252575,related,Odd
mxl068,9,583.9249999844469,unrelated,Odd
mxl068,10,630.5399999837391,related,Even
mxl068,10,599.9350000056438,unrelated,Even
mxl068,11,685.4799999855459,unrelated,Odd
mxl068,11,637.9500000039116,related,Odd
mxl068,12,681.1500000185333,unrelated,Even
mxl068,12,631.1899999855086,related,Even
mxl068,14,848.4749999479391,related,Even
mxl068,14,831.5300000249408,unrelated,Even
mxl068,15,624.3850000319071,unrelated,Odd
mxl068,15,621.1899999761954,related,Odd
mxl068,16,657.7050000196323,related,Even
mxl068,16,2290.2849999954924,unrelated,Even
mxl068,17,1237.3799999477342,unrelated,Odd
mxl068,17,1084.499999997206,related,Odd
mxl068,18,1201.9399999990128,unrelated,Even
mxl068,18,519.510000012815,related,Even
mxl068,21,977.9799999669194,related,Odd
mxl068,21,734.2349999817088,unrelated,Odd
mxl068,22,850.2800000132993,unrelated,Even
mxl068,22,1724.8249999829568,related,Even
mxl068,23,585.1050000055693,related,Odd
mxl068,23,766.4600000134669,unrelated,Odd
mxl068,24,827.5000000139698,related,Even
mxl068,24,618.6049999669194,unrelated,Even
mxl068,25,625.9149999823421,related,Odd
mxl068,25,504.4999999809079,unrelated,Odd
mxl068,26,681.4149999991059,unrelated,Even
mxl068,26,543.1300000054762,related,Even
mxl068,28,741.7150000110269,unrelated,Even
mxl068,28,1029.3149999924935,related,Even
mxl068,29,841.8350000283681,unrelated,Odd
mxl068,29,1072.8450000169687,related,Odd
mxl068,30,931.479999970179,unrelated,Even
mxl068,30,827.564999985043,related,Even
mxl068,31,1317.125000001397,unrelated,Odd
mxl068,31,754.5200000167824,related,Odd
mxl068,33,656.6350000211969,unrelated,Odd
mxl068,33,581.7349999560975,related,Odd
mxl068,34,659.9399999831803,related,Even
mxl068,34,1662.0400000247173,unrelated,Even
mxl068,35,1473.215000005439,related,Odd
mxl068,35,1000.8650000090711,unrelated,Odd
mxl068,36,1478.7299999734387,related,Even
mxl068,36,663.8449999736622,unrelated,Even
mxl068,37,1156.1649999930523,related,Odd
mxl068,37,631.8549999850802,unrelated,Odd
mxl068,38,872.3099999479018,unrelated,Even
mxl068,38,651.6749999718741,related,Even
mxl068,39,900.0399999786168,unrelated,Odd
mxl068,39,740.6849999679253,related,Odd
mxl068,40,824.8750000493601,unrelated,Even
mxl068,40,775.2749999635853,related,Even
myw266,1,656,unrelated,Odd
myw266,1,540,related,Odd
myw266,3,759,unrelated,Odd
myw266,3,718,related,Odd
myw266,4,1404,unrelated,Even
myw266,4,528,related,Even
myw266,5,655,unrelated,Odd
myw266,5,582,related,Odd
myw266,6,471,related,Even
myw266,6,534,unrelated,Even
myw266,7,608,unrelated,Odd
myw266,7,505,related,Odd
myw266,8,734,related,Even
myw266,8,703,unrelated,Even
myw266,9,755,related,Odd
myw266,9,795,unrelated,Odd
myw266,10,639,related,Even
myw266,10,645,unrelated,Even
myw266,11,704,unrelated,Odd
myw266,11,687,related,Odd
myw266,12,730,unrelated,Even
myw266,12,633,related,Even
myw266,13,738,unrelated,Odd
myw266,13,623,related,Odd
myw266,14,548,unrelated,Even
myw266,14,735,related,Even
myw266,16,537,related,Even
myw266,16,623,unrelated,Even
myw266,18,609,related,Even
myw266,18,902,unrelated,Even
myw266,19,576,related,Odd
myw266,19,955,unrelated,Odd
myw266,20,677,unrelated,Even
myw266,20,679,related,Even
myw266,21,599,related,Odd
myw266,21,629,unrelated,Odd
myw266,22,637,unrelated,Even
myw266,22,919,related,Even
myw266,23,768,unrelated,Odd
myw266,23,621,related,Odd
myw266,24,613,related,Even
myw266,24,587,unrelated,Even
myw266,25,678,unrelated,Odd
myw266,25,1058,related,Odd
myw266,26,577,unrelated,Even
myw266,26,450,related,Even
myw266,27,565,related,Odd
myw266,27,614,unrelated,Odd
myw266,28,588,unrelated,Even
myw266,28,538,related,Even
myw266,29,682,related,Odd
myw266,29,659,unrelated,Odd
myw266,30,724,related,Even
myw266,30,763,unrelated,Even
myw266,31,515,related,Odd
myw266,31,670,unrelated,Odd
myw266,32,680,related,Even
myw266,32,1206,unrelated,Even
myw266,34,586,related,Even
myw266,34,780,unrelated,Even
myw266,35,554,related,Odd
myw266,35,721,unrelated,Odd
myw266,37,652,unrelated,Odd
myw266,37,523,related,Odd
myw266,38,553,related,Even
myw266,38,569,unrelated,Even
ncv220,1,607.7650000806898,related,Odd
ncv220,1,785.535000031814,unrelated,Odd
ncv220,6,598.085000179708,unrelated,Even
ncv220,6,589.864999987185,related,Even
ncv220,9,776.2949999887496,unrelated,Odd
ncv220,9,665.3199999127537,related,Odd
ncv220,12,1385.990000097081,related,Even
ncv220,12,765.8100000116974,unrelated,Even
ncv220,13,990.3749998193234,related,Odd
ncv220,13,576.3449999503791,unrelated,Odd
ncv220,16,644.7099999058992,related,Even
ncv220,16,810.7300000265241,unrelated,Even
ncv220,23,983.7599999736995,related,Odd
ncv220,23,693.1700001005083,unrelated,Odd
ncv220,25,702.5900001171976,related,Odd
ncv220,25,650.6250000093132,unrelated,Odd
ncv220,27,1084.135000128299,unrelated,Odd
ncv220,27,714.4400000106543,related,Odd
ncv220,31,796.3049998506904,unrelated,Odd
ncv220,31,637.8999999724329,related,Odd
ncv220,35,414.5649999845773,related,Odd
ncv220,35,616.4150000549853,unrelated,Odd
ncv220,36,810.5850000865757,unrelated,Even
ncv220,36,872.3400000017136,related,Even
ncv220,39,993.2850000914186,unrelated,Odd
ncv220,39,692.0950000640005,related,Odd
nsg020,1,603.2899999991059,related,Odd
nsg020,1,652.8899999975692,unrelated,Odd
nsg020,2,535.81000000122,unrelated,Even
nsg020,2,519.3450000078883,related,Even
nsg020,3,577.6050000276882,related,Odd
nsg020,3,652.1799999754876,unrelated,Odd
nsg020,4,787.7999999909662,unrelated,Even
nsg020,4,745.8749999932479,related,Even
nsg020,6,561.9249999872409,related,Even
nsg020,6,588.8299999933224,unrelated,Even
nsg020,7,698.1750000268221,unrelated,Odd
nsg020,7,518.6500000127126,related,Odd
nsg020,8,771.7949999787379,unrelated,Even
nsg020,8,547.2299999964889,related,Even
nsg020,9,582.8549999860115,related,Odd
nsg020,9,634.3000000051688,unrelated,Odd
nsg020,11,619.734999985667,unrelated,Odd
nsg020,11,559.7849999903701,related,Odd
nsg020,12,514.2950000008568,related,Even
nsg020,12,773.3399999851827,unrelated,Even
nsg020,14,671.0650000022724,unrelated,Even
nsg020,14,845.8899999968708,related,Even
nsg020,16,784.5600000000559,unrelated,Even
nsg020,16,656.7550000036135,related,Even
nsg020,17,692.799999989802,unrelated,Odd
nsg020,17,683.8949999946635,related,Odd
nsg020,18,737.6250000088476,unrelated,Even
nsg020,18,689.4050000119023,related,Even
nsg020,19,848.2999999832828,unrelated,Odd
nsg020,19,616.1100000026636,related,Odd
nsg020,20,626.9349999784026,unrelated,Even
nsg020,20,533.9700000185985,related,Even
nsg020,21,744.0050000150222,unrelated,Odd
nsg020,21,515.17500000773,related,Odd
nsg020,23,484.9849999882281,unrelated,Odd
nsg020,23,792.9900000162888,related,Odd
nsg020,25,564.3350000027567,unrelated,Odd
nsg020,25,441.49499997729436,related,Odd
nsg020,26,544.1700000083074,unrelated,Even
nsg020,26,564.5150000054855,related,Even
nsg020,27,557.6650000002701,related,Odd
nsg020,27,521.5949999983422,unrelated,Odd
nsg020,30,733.1450000056066,related,Even
nsg020,30,841.9850000063889,unrelated,Even
nsg020,33,623.7200000032317,unrelated,Odd
nsg020,33,920.395000022836,related,Odd
nsg020,34,752.3549999750685,related,Even
nsg020,34,742.8099999960978,unrelated,Even
nsg020,35,716.2250000110362,related,Odd
nsg020,35,568.0349999747705,unrelated,Odd
nsg020,36,595.1849999837577,related,Even
nsg020,36,637.1349999972153,unrelated,Even
nsg020,37,774.0749999938998,unrelated,Odd
nsg020,37,939.4700000120793,related,Odd
nsg020,38,767.0449999859557,unrelated,Even
nsg020,38,566.9899999920744,related,Even
nsg020,39,675.2050000068266,related,Odd
nsg020,39,654.3850000016391,unrelated,Odd
nyd027,1,565,unrelated,Odd
nyd027,1,478,related,Odd
nyd027,2,532,unrelated,Even
nyd027,2,529,related,Even
nyd027,3,451,related,Odd
nyd027,3,534,unrelated,Odd
nyd027,4,623,related,Even
nyd027,4,470,unrelated,Even
nyd027,5,563,unrelated,Odd
nyd027,5,544,related,Odd
nyd027,6,629,related,Even
nyd027,6,492,unrelated,Even
nyd027,7,657,related,Odd
nyd027,7,584,unrelated,Odd
nyd027,8,563,related,Even
nyd027,8,656,unrelated,Even
nyd027,9,609,related,Odd
nyd027,9,512,unrelated,Odd
nyd027,10,723,unrelated,Even
nyd027,10,474,related,Even
nyd027,11,604,unrelated,Odd
nyd027,11,580,related,Odd
nyd027,12,431,related,Even
nyd027,12,500,unrelated,Even
nyd027,13,417,unrelated,Odd
nyd027,13,559,related,Odd
nyd027,14,540,unrelated,Even
nyd027,14,511,related,Even
nyd027,15,597,related,Odd
nyd027,15,557,unrelated,Odd
nyd027,17,770,unrelated,Odd
nyd027,17,521,related,Odd
nyd027,18,542,related,Even
nyd027,18,617,unrelated,Even
nyd027,19,613,unrelated,Odd
nyd027,19,544,related,Odd
nyd027,20,798,unrelated,Even
nyd027,20,549,related,Even
nyd027,21,665,unrelated,Odd
nyd027,21,528,related,Odd
nyd027,22,629,unrelated,Even
nyd027,22,656,related,Even
nyd027,23,624,related,Odd
nyd027,23,604,unrelated,Odd
nyd027,24,535,related,Even
nyd027,24,650,unrelated,Even
nyd027,25,567,unrelated,Odd
nyd027,25,682,related,Odd
nyd027,26,514,unrelated,Even
nyd027,26,394,related,Even
nyd027,27,789,related,Odd
nyd027,27,502,unrelated,Odd
nyd027,28,577,related,Even
nyd027,28,496,unrelated,Even
nyd027,29,728,related,Odd
nyd027,29,469,unrelated,Odd
nyd027,30,700,related,Even
nyd027,30,658,unrelated,Even
nyd027,31,563,related,Odd
nyd027,31,620,unrelated,Odd
nyd027,32,491,related,Even
nyd027,32,631,unrelated,Even
nyd027,33,544,related,Odd
nyd027,33,472,unrelated,Odd
nyd027,34,721,unrelated,Even
nyd027,34,1064,related,Even
nyd027,35,589,unrelated,Odd
nyd027,35,462,related,Odd
nyd027,36,419,related,Even
nyd027,36,486,unrelated,Even
nyd027,37,605,related,Odd
nyd027,37,581,unrelated,Odd
nyd027,38,522,unrelated,Even
nyd027,38,539,related,Even
nyd027,39,846,unrelated,Odd
nyd027,39,580,related,Odd
nyd027,40,882,related,Even
nyd027,40,529,unrelated,Even
oeg271,1,781.0800000006566,unrelated,Odd
oeg271,1,622.5899999990361,related,Odd
oeg271,2,754.1449999990873,unrelated,Even
oeg271,2,632.5850000065984,related,Even
oeg271,3,650.6499999959487,related,Odd
oeg271,3,646.9750000032946,unrelated,Odd
oeg271,4,958.825000001525,unrelated,Even
oeg271,5,964.1699999992852,unrelated,Odd
oeg271,5,708.8549999971292,related,Odd
oeg271,6,518.7450000012177,unrelated,Even
oeg271,6,597.5049999979092,related,Even
oeg271,7,477.6849999980186,unrelated,Odd
oeg271,7,525.5299999989802,related,Odd
oeg271,8,878.2949999949778,unrelated,Even
oeg271,8,657.3299999945448,related,Even
oeg271,9,869.4350000005215,related,Odd
oeg271,9,741.0799999998417,unrelated,Odd
oeg271,10,1333.6249999993015,unrelated,Even
oeg271,10,793.7250000032363,related,Even
oeg271,11,716.5049999966868,unrelated,Odd
oeg271,11,642.5850000014179,related,Odd
oeg271,12,837.070000001404,related,Even
oeg271,12,875.6599999978789,unrelated,Even
oeg271,13,977.774999999383,unrelated,Odd
oeg271,13,736.7650000014692,related,Odd
oeg271,14,821.0849999959464,unrelated,Even
oeg271,14,855.7799999981653,related,Even
oeg271,15,634.09999999566935,related,Odd
oeg271,15,680.9349999966798,unrelated,Odd
oeg271,16,684.7500000004657,unrelated,Even
oeg271,18,565.374999998312,unrelated,Even
oeg271,18,984.205000000773,related,Even
oeg271,19,1314.7199999948498,unrelated,Odd
oeg271,19,870.7049999937881,related,Odd
oeg271,21,743.0749999984982,related,Odd
oeg271,21,842.4000000013621,unrelated,Odd
oeg271,22,656.7900000009104,unrelated,Even
oeg271,22,906.9649999946705,related,Even
oeg271,24,725.8049999945797,unrelated,Even
oeg271,24,576.4950000011595,related,Even
oeg271,25,745.399999999674,related,Odd
oeg271,25,701.2499999983702,unrelated,Odd
oeg271,26,695.9649999989779,unrelated,Even
oeg271,26,668.9800000021933,related,Even
oeg271,27,641.460000006191,unrelated,Odd
oeg271,27,774.7149999996182,related,Odd
oeg271,28,707.7700000008917,unrelated,Even
oeg271,28,612.165000005858,related,Even
oeg271,29,727.1049999981187,unrelated,Odd
oeg271,30,918.0649999979651,unrelated,Even
oeg271,30,737.5800000008894,related,Even
oeg271,31,451.07000000274274,related,Odd
oeg271,32,721.9899999981862,related,Even
oeg271,32,783.2599999965169,unrelated,Even
oeg271,33,636.0449999993434,unrelated,Odd
oeg271,34,904.8400000028778,related,Even
oeg271,34,653.5250000015367,unrelated,Even
oeg271,35,742.8849999996601,unrelated,Odd
oeg271,35,789.6049999981187,related,Odd
oeg271,36,712.4000000039814,related,Even
oeg271,36,1096.6699999989942,unrelated,Even
oeg271,37,1920.6849999973201,related,Odd
oeg271,37,825.779999999213,unrelated,Odd
oeg271,38,1429.0399999954388,related,Even
oeg271,38,686.4050000003772,unrelated,Even
oeg271,39,1537.7299999963725,unrelated,Odd
oeg271,39,1013.745000003837,related,Odd
ogo161,1,979.1250000130385,unrelated,Odd
ogo161,1,788.4299999568611,related,Odd
ogo161,2,1392.4300000071526,unrelated,Even
ogo161,2,630.0099999643862,related,Even
ogo161,3,583.6299999505281,related,Odd
ogo161,3,705.3600000217557,unrelated,Odd
ogo161,4,1307.410000008531,related,Even
ogo161,4,754.9550000112504,unrelated,Even
ogo161,5,1039.734999999404,unrelated,Odd
ogo161,5,1872.235000017099,related,Odd
ogo161,6,1154.3599999854341,unrelated,Even
ogo161,6,710.8549999538809,related,Even
ogo161,7,1757.8349999971688,unrelated,Odd
ogo161,7,747.305000025779,related,Odd
ogo161,8,642.8849999792874,related,Even
ogo161,8,598.655000038445,unrelated,Even
ogo161,9,893.7650000434369,unrelated,Odd
ogo161,9,739.4000000199303,related,Odd
ogo161,10,1203.014999977313,unrelated,Even
ogo161,10,907.2349999919534,related,Even
ogo161,11,742.46000003721565,related,Odd
ogo161,11,730.625000026077,unrelated,Odd
ogo161,12,764.7749999891967,related,Even
ogo161,12,787.7699999958277,unrelated,Even
ogo161,13,916.9199999887496,related,Odd
ogo161,13,1001.92000001017,unrelated,Odd
ogo161,14,646.1700000222772,unrelated,Even
ogo161,14,572.9099999880418,related,Even
ogo161,15,884.7099999552593,unrelated,Odd
ogo161,15,650.2399999890476,related,Odd
ogo161,16,823.5100000165403,related,Even
ogo161,16,689.9149999953806,unrelated,Even
ogo161,17,1097.6950000040233,related,Odd
ogo161,17,629.234999999404,unrelated,Odd
ogo161,18,611.5550000099465,related,Even
ogo161,18,698.5749999871477,unrelated,Even
ogo161,19,829.1399999866262,unrelated,Odd
ogo161,19,569.3099999921396,related,Odd
ogo161,20,605.9349999995902,related,Even
ogo161,21,595.219999958761,related,Odd
ogo161,21,621.8300000177696,unrelated,Odd
ogo161,22,1080.6050000246614,unrelated,Even
ogo161,22,704.1699999822304,related,Even
ogo161,23,1883.1149999741465,unrelated,Odd
ogo161,23,752.1950000086799,related,Odd
ogo161,24,1131.304999988526,related,Even
ogo161,24,776.174999948591,unrelated,Even
ogo161,25,790.3999999975786,unrelated,Odd
ogo161,25,554.2950000381097,related,Odd
ogo161,26,1173.5149999726564,related,Even
ogo161,26,827.8450000211596,unrelated,Even
ogo161,27,2068.5099999532104,unrelated,Odd
ogo161,27,1248.614999989979,related,Odd
ogo161,28,1619.4600000167266,unrelated,Even
ogo161,28,851.3650000095367,related,Even
ogo161,29,781.6450000395998,related,Odd
ogo161,29,712.5649999938905,unrelated,Odd
ogo161,31,1035.5850000046194,related,Odd
ogo161,31,677.3650000095367,unrelated,Odd
ogo161,35,637.615000013262,related,Odd
ogo161,35,819.870000006631,unrelated,Odd
ogo161,36,765.9450000496581,related,Even
ogo161,36,1131.2350000375882,unrelated,Even
ogo161,38,824.810000019148,related,Even
ogo161,38,654.2299999855459,unrelated,Even
ogo161,40,1778.7050000037998,unrelated,Even
ogo161,40,878.6149999946356,related,Even
omu021,1,324,related,Odd
omu021,1,777,unrelated,Odd
omu021,4,1202.699999999997,unrelated,Even
omu021,6,1012,unrelated,Even
omu021,7,1295,related,Odd
omu021,7,813,unrelated,Odd
omu021,14,835,related,Even
omu021,22,794,unrelated,Even
omu021,39,674,related,Odd
oqu134,1,652.5800000526942,unrelated,Odd
oqu134,1,602.4000000325032,related,Odd
oqu134,2,649.1200000164099,unrelated,Even
oqu134,2,528.6700000287965,related,Even
oqu134,3,634.3399999896064,unrelated,Odd
oqu134,3,557.6299999956973,related,Odd
oqu134,4,828.9499999955297,related,Even
oqu134,4,585.944999998901,unrelated,Even
oqu134,5,753.0099999858066,related,Odd
oqu134,5,624.149999988731,unrelated,Odd
oqu134,6,606.3200000207871,unrelated,Even
oqu134,6,462.8600000287406,related,Even
oqu134,7,551.099999982398,related,Odd
oqu134,7,610.1500000222586,unrelated,Odd
oqu134,8,620.809999993071,unrelated,Even
oqu134,8,601.4699999941513,related,Even
oqu134,9,805.1850000047125,related,Odd
oqu134,9,659.3299999949522,unrelated,Odd
oqu134,10,668.3300000149757,unrelated,Even
oqu134,10,628.4150000428781,related,Even
oqu134,11,559.8349999636412,unrelated,Odd
oqu134,11,568.1250000488944,related,Odd
oqu134,12,681.2199999694712,related,Even
oqu134,12,586.6449999739416,unrelated,Even
oqu134,13,641.170000017155,related,Odd
oqu134,13,802.3549999925308,unrelated,Odd
oqu134,14,885.8999999938533,unrelated,Even
oqu134,14,737.4950000084937,related,Even
oqu134,15,751.8849999760278,unrelated,Odd
oqu134,15,649.2599999764934,related,Odd
oqu134,16,921.2699999916367,related,Even
oqu134,16,697.1499999635853,unrelated,Even
oqu134,17,568.1749999639578,related,Odd
oqu134,17,634.9950000294484,unrelated,Odd
oqu134,18,542.7899999776855,unrelated,Even
oqu134,18,496.8450000160374,related,Even
oqu134,19,614.2549999640323,related,Odd
oqu134,19,592.4400000367314,unrelated,Odd
oqu134,20,630.2350000478327,related,Even
oqu134,20,593.3400000212714,unrelated,Even
oqu134,21,572.1250000060536,related,Odd
oqu134,21,582.0950000197627,unrelated,Odd
oqu134,22,576.6949999961071,related,Even
oqu134,22,631.4600000041537,unrelated,Even
oqu134,23,976.2299999711104,unrelated,Odd
oqu134,23,632.6200000476092,related,Odd
oqu134,24,799.2700000177138,unrelated,Even
oqu134,24,587.1649999753572,related,Even
oqu134,25,608.4699999773875,related,Odd
oqu134,25,586.3200000021607,unrelated,Odd
oqu134,26,575.5999999819323,related,Even
oqu134,26,547.0550000318326,unrelated,Even
oqu134,27,542.699999990873,unrelated,Odd
oqu134,27,565.9549999982119,related,Odd
oqu134,28,635.9400000073947,unrelated,Even
oqu134,28,633.5349999717437,related,Even
oqu134,29,630.8749999734573,related,Odd
oqu134,29,538.5949999908917,unrelated,Odd
oqu134,30,649.8950000386685,unrelated,Even
oqu134,30,573.2649999554269,related,Even
oqu134,31,592.6750000216998,related,Odd
oqu134,31,622.4550000042655,unrelated,Odd
oqu134,32,761.3000000128523,related,Even
oqu134,32,494.47000003419816,unrelated,Even
oqu134,33,576.7050000140443,related,Odd
oqu134,33,643.2849999982864,unrelated,Odd
oqu134,34,851.2950000003912,related,Even
oqu134,34,695.3499999945052,unrelated,Even
oqu134,35,645.1099999831058,unrelated,Odd
oqu134,35,495.9650000091642,related,Odd
oqu134,36,502.01499997638166,unrelated,Even
oqu134,36,504.8850000021048,related,Even
oqu134,37,792.4900000216439,related,Odd
oqu134,37,969.5250000222586,unrelated,Odd
oqu134,38,856.3349999603815,unrelated,Even
oqu134,38,507.8100000391714,related,Even
oqu134,39,587.9750000312924,related,Odd
oqu134,39,643.2600000407547,unrelated,Odd
oqu134,40,764.9000000092201,unrelated,Even
oqu134,40,596.0999999660999,related,Even
ouh082,1,456,related,Odd
ouh082,1,525,unrelated,Odd
ouh082,2,396.9999999999709,related,Even
ouh082,2,375,unrelated,Even
ouh082,3,521.0000000000291,unrelated,Odd
ouh082,3,455,related,Odd
ouh082,4,469.0000000000582,unrelated,Even
ouh082,4,455,related,Even
ouh082,5,500,unrelated,Odd
ouh082,5,539,related,Odd
ouh082,6,482,unrelated,Even
ouh082,6,549.9999999999854,related,Even
ouh082,7,625,unrelated,Odd
ouh082,7,474.9999999999709,related,Odd
ouh082,8,551,related,Even
ouh082,8,510,unrelated,Even
ouh082,9,487.99999999998545,related,Odd
ouh082,9,550.0000000000582,unrelated,Odd
ouh082,10,502,related,Even
ouh082,10,759.0000000000582,unrelated,Even
ouh082,11,444,unrelated,Odd
ouh082,11,569,related,Odd
ouh082,12,683,unrelated,Even
ouh082,12,459.9999999999418,related,Even
ouh082,13,485,related,Odd
ouh082,13,541,unrelated,Odd
ouh082,14,482,related,Even
ouh082,14,587,unrelated,Even
ouh082,15,466,unrelated,Odd
ouh082,15,452,related,Odd
ouh082,16,767,related,Even
ouh082,16,588,unrelated,Even
ouh082,17,482,related,Odd
ouh082,17,510,unrelated,Odd
ouh082,18,539.0000000000291,unrelated,Even
ouh082,18,595,related,Even
ouh082,19,664,unrelated,Odd
ouh082,19,427,related,Odd
ouh082,20,576,related,Even
ouh082,20,439,unrelated,Even
ouh082,21,471,related,Odd
ouh082,21,561,unrelated,Odd
ouh082,22,436,related,Even
ouh082,22,471.0000000000582,unrelated,Even
