Subject,ItemNo,Reaction.Time,Condition,item_num
gmg151,1,589.1099999425933,unrelated,Odd
gmg151,2,653.5900000017136,unrelated,Even
gmg151,2,597.7549999952316,related,Even
gmg151,3,597.7649999549612,related,Odd
gmg151,3,602.9799999669194,unrelated,Odd
gmg151,4,573.6900001065806,related,Even
gmg151,4,694.734999909997,unrelated,Even
gmg151,5,441.7949999915436,unrelated,Odd
gmg151,5,629.9199999775738,related,Odd
gmg151,7,647.4750000052154,unrelated,Odd
gmg151,7,592.1800000360236,related,Odd
gmg151,9,579.9649999244139,related,Odd
gmg151,9,524.3400000035763,unrelated,Odd
gmg151,10,555.129999993369,related,Even
gmg151,10,523.8249999238178,unrelated,Even
gmg151,11,590.2249999344349,related,Odd
gmg151,11,643.0600000312552,unrelated,Odd
gmg151,12,783.945000031963,unrelated,Even
gmg151,12,523.9999999757856,related,Even
gmg151,13,705.5099999997765,unrelated,Odd
gmg151,13,537.3350000008941,related,Odd
gmg151,14,751.4349999837577,unrelated,Even
gmg151,14,598.2249999651685,related,Even
gmg151,15,499.3300000205636,related,Odd
gmg151,15,730.7649999856949,unrelated,Odd
gmg151,16,696.3250000262633,unrelated,Even
gmg151,16,442.99000001046807,related,Even
gmg151,20,723.1700000120327,unrelated,Even
gmg151,20,446.64999993983656,related,Even
gmg151,21,486.65500001516193,related,Odd
gmg151,21,515.2849999722093,unrelated,Odd
gmg151,22,683.1600000150502,related,Even
gmg151,22,500.93499990180135,unrelated,Even
gmg151,24,540.2749999193475,related,Even
gmg151,24,633.5549999494106,unrelated,Even
gmg151,25,533.3099999697879,unrelated,Odd
gmg151,25,561.8499999400228,related,Odd
gmg151,27,739.6549999248236,related,Odd
gmg151,27,698.7499999813735,unrelated,Odd
gmg151,28,539.8999999742955,related,Even
gmg151,28,920.9300000220537,unrelated,Even
gmg151,34,654.6999999554828,related,Even
gmg151,34,633.6900000460446,unrelated,Even
gmg151,35,574.4849999900907,related,Odd
gmg151,35,685.1249999599531,unrelated,Odd
grv011,1,972,related,Odd
grv011,1,509,unrelated,Odd
grv011,2,651,related,Even
grv011,2,535.0000000001164,unrelated,Even
grv011,3,653.0000000000582,related,Odd
grv011,3,593,unrelated,Odd
grv011,5,565,unrelated,Odd
grv011,5,565,related,Odd
grv011,6,643,unrelated,Even
grv011,6,491,related,Even
grv011,7,588,unrelated,Odd
grv011,7,494,related,Odd
grv011,8,462,related,Even
grv011,8,712,unrelated,Even
grv011,9,868.0000000000582,unrelated,Odd
grv011,9,752,related,Odd
grv011,10,969.0000000000146,unrelated,Even
grv011,10,462,related,Even
grv011,11,554,related,Odd
grv011,11,630,unrelated,Odd
grv011,12,555,unrelated,Even
grv011,12,537.9999999999418,related,Even
grv011,14,474.0000000000291,unrelated,Even
grv011,14,492,related,Even
grv011,15,607,unrelated,Odd
grv011,15,566,related,Odd
grv011,17,468,unrelated,Odd
grv011,17,828.0000000000582,related,Odd
grv011,18,720,related,Even
grv011,18,631,unrelated,Even
grv011,19,536,unrelated,Odd
grv011,19,556,related,Odd
grv011,20,1196,unrelated,Even
grv011,20,598,related,Even
grv011,21,702.9999999999418,related,Odd
grv011,21,635,unrelated,Odd
grv011,22,472,related,Even
grv011,22,718,unrelated,Even
grv011,24,585.9999999999709,related,Even
grv011,24,628,unrelated,Even
grv011,25,486,unrelated,Odd
grv011,25,480,related,Odd
grv011,26,573,related,Even
grv011,26,580,unrelated,Even
grv011,27,550,related,Odd
grv011,27,659.9999999998836,unrelated,Odd
grv011,28,602,unrelated,Even
grv011,28,545,related,Even
grv011,29,559.0000000000291,related,Odd
grv011,29,567,unrelated,Odd
grv011,30,827,unrelated,Even
grv011,30,684,related,Even
grv011,31,824.9999999999709,related,Odd
grv011,31,679,unrelated,Odd
grv011,32,650,related,Even
grv011,33,616,unrelated,Odd
grv011,33,584,related,Odd
grv011,34,833,unrelated,Even
grv011,34,532,related,Even
grv011,35,726,unrelated,Odd
grv011,36,389,related,Even
grv011,36,524,unrelated,Even
grv011,37,694,unrelated,Odd
grv011,37,453,related,Odd
grv011,38,585.0000000000291,unrelated,Even
grv011,38,546.9999999999418,related,Even
grv011,40,630.9999999999709,unrelated,Even
grv011,40,539,related,Even
gsd217,1,523.979999999865,unrelated,Odd
gsd217,1,491.51999999955297,related,Odd
gsd217,2,618.3500000006752,unrelated,Even
gsd217,2,515.3299999983283,related,Even
gsd217,3,568.3249999983673,related,Odd
gsd217,3,520.2099999987404,unrelated,Odd
gsd217,4,765.0599999997648,unrelated,Even
gsd217,4,599.0750000000698,related,Even
gsd217,5,591.5499999992317,related,Odd
gsd217,5,642.5099999997183,unrelated,Odd
gsd217,6,511.28999999852385,unrelated,Even
gsd217,6,487.97999999986496,related,Even
gsd217,7,549.4050000015413,related,Odd
gsd217,7,504.40999999956694,unrelated,Odd
gsd217,8,569.8900000006688,related,Even
gsd217,8,524.3950000003679,unrelated,Even
gsd217,9,600.9999999987194,unrelated,Odd
gsd217,9,487.0100000007078,related,Odd
gsd217,10,695.8150000009337,unrelated,Even
gsd217,10,502.76499999919906,related,Even
gsd217,11,508.11500000054366,related,Odd
gsd217,11,498.410000000149,unrelated,Odd
gsd217,12,611.189999999624,unrelated,Even
gsd217,12,629.3700000005774,related,Even
gsd217,13,457.65500000014435,related,Odd
gsd217,13,487.9000000000233,unrelated,Odd
gsd217,14,519.3250000011176,related,Even
gsd217,14,471.1450000012992,unrelated,Even
gsd217,15,797.5299999997951,related,Odd
gsd217,15,636.5700000005309,unrelated,Odd
gsd217,16,607.049999998766,unrelated,Even
gsd217,16,568.5050000011688,related,Even
gsd217,17,555.8849999997765,related,Odd
gsd217,17,922.0850000000792,unrelated,Odd
gsd217,18,506.69000000017695,unrelated,Even
gsd217,18,721.1700000007404,related,Even
gsd217,19,521.3399999993271,unrelated,Odd
gsd217,19,789.5750000007101,related,Odd
gsd217,20,847.6300000001793,unrelated,Even
gsd217,20,541.8799999988405,related,Even
gsd217,21,572.9899999987683,unrelated,Odd
gsd217,21,506.60999999858905,related,Odd
gsd217,22,461.84999999962747,unrelated,Even
gsd217,22,517.5249999992084,related,Even
gsd217,23,641.7500000006985,unrelated,Odd
gsd217,23,898.6699999986449,related,Odd
gsd217,24,834.700000001234,related,Even
gsd217,24,612.6500000008964,unrelated,Even
gsd217,25,552.8100000010454,related,Odd
gsd217,25,590.9800000009127,unrelated,Odd
gsd217,26,731.644999999844,unrelated,Even
gsd217,26,586.1249999998254,related,Even
gsd217,27,560.12999999983,related,Odd
gsd217,27,553.6200000006938,unrelated,Odd
gsd217,28,516.2550000004558,unrelated,Even
gsd217,28,820.8299999987503,related,Even
gsd217,29,1072.4649999992835,unrelated,Odd
gsd217,29,849.8950000011828,related,Odd
gsd217,30,576.9400000008318,related,Even
gsd217,30,905.7800000009593,unrelated,Even
gsd217,31,859.2900000003283,unrelated,Odd
gsd217,31,649.6349999997765,related,Odd
gsd217,32,513.7400000003399,unrelated,Even
gsd217,32,563.1299999986077,related,Even
gsd217,33,819.3150000006426,related,Odd
gsd217,33,658.1850000001723,unrelated,Odd
gsd217,35,529.9599999998463,related,Odd
gsd217,35,644.045000000915,unrelated,Odd
gsd217,36,813.280000000319,related,Even
gsd217,36,808.2949999988778,unrelated,Even
gsd217,37,571.0950000011653,unrelated,Odd
gsd217,37,527.2400000012713,related,Odd
gsd217,38,620.3999999997905,related,Even
gsd217,38,479.40500000002794,unrelated,Even
gsd217,39,685.3599999995204,unrelated,Odd
gsd217,39,568.0900000006659,related,Odd
gsd217,40,874.384999999078,related,Even
gsd217,40,737.5150000007125,unrelated,Even
gxm185,1,954,unrelated,Odd
gxm185,1,433,related,Odd
gxm185,3,455,unrelated,Odd
gxm185,3,476,related,Odd
gxm185,4,918,unrelated,Even
gxm185,4,495,related,Even
gxm185,5,532.9999999998836,unrelated,Odd
gxm185,5,509,related,Odd
gxm185,6,461,unrelated,Even
gxm185,6,670,related,Even
gxm185,7,664,unrelated,Odd
gxm185,7,549,related,Odd
gxm185,8,554,unrelated,Even
gxm185,8,479.0000000001164,related,Even
gxm185,9,532,unrelated,Odd
gxm185,9,495,related,Odd
gxm185,10,542.9999999999927,related,Even
gxm185,10,447,unrelated,Even
gxm185,11,601,related,Odd
gxm185,11,546,unrelated,Odd
gxm185,12,490,related,Even
gxm185,12,529,unrelated,Even
gxm185,13,616.9999999999854,unrelated,Odd
gxm185,13,515,related,Odd
gxm185,14,498.9999999999709,related,Even
gxm185,14,414,unrelated,Even
gxm185,15,444.9999999998836,related,Odd
gxm185,15,522,unrelated,Odd
gxm185,16,682,unrelated,Even
gxm185,16,534,related,Even
gxm185,17,599,unrelated,Odd
gxm185,17,499,related,Odd
gxm185,18,525,unrelated,Even
gxm185,18,465,related,Even
gxm185,19,468.9999999999927,related,Odd
gxm185,19,585,unrelated,Odd
gxm185,20,643,unrelated,Even
gxm185,20,552,related,Even
gxm185,21,464,related,Odd
gxm185,21,650,unrelated,Odd
gxm185,22,659,unrelated,Even
gxm185,22,469,related,Even
gxm185,23,707,unrelated,Odd
gxm185,23,549,related,Odd
gxm185,24,499,related,Even
gxm185,24,519.9999999997672,unrelated,Even
gxm185,25,524,unrelated,Odd
gxm185,25,479,related,Odd
gxm185,26,553.9999999998836,related,Even
gxm185,26,569.9999999997672,unrelated,Even
gxm185,27,474,unrelated,Odd
gxm185,27,431,related,Odd
gxm185,28,523,unrelated,Even
gxm185,28,457,related,Even
gxm185,29,585,related,Odd
gxm185,29,595,unrelated,Odd
gxm185,32,537,related,Even
gxm185,32,859,unrelated,Even
gxm185,33,924,related,Odd
gxm185,33,659.0000000001164,unrelated,Odd
gxm185,35,540,related,Odd
gxm185,35,602,unrelated,Odd
gxm185,36,350.0000000001164,related,Even
gxm185,36,571,unrelated,Even
gxm185,37,523,unrelated,Odd
gxm185,37,462,related,Odd
gxm185,38,653,unrelated,Even
gxm185,38,490,related,Even
gxm185,39,600,related,Odd
gxm185,39,610,unrelated,Odd
gxm185,40,588.0000000001164,related,Even
gxm185,40,626.0000000001164,unrelated,Even
gzw232,1,475,unrelated,Odd
gzw232,1,404,related,Odd
gzw232,2,414.9999999999418,related,Even
gzw232,2,520.9999999998836,unrelated,Even
gzw232,3,600,related,Odd
gzw232,3,620.9999999999418,unrelated,Odd
gzw232,4,634,unrelated,Even
gzw232,4,510,related,Even
gzw232,5,512,unrelated,Odd
gzw232,5,813,related,Odd
gzw232,8,425,related,Even
gzw232,8,660,unrelated,Even
gzw232,9,706,unrelated,Odd
gzw232,9,463,related,Odd
gzw232,10,1089,related,Even
gzw232,10,670.0000000000582,unrelated,Even
gzw232,11,577,related,Odd
gzw232,11,633,unrelated,Odd
gzw232,12,439,related,Even
gzw232,12,443,unrelated,Even
gzw232,13,396,related,Odd
gzw232,13,516.0000000000582,unrelated,Odd
gzw232,14,906,related,Even
gzw232,14,599.9999999999418,unrelated,Even
gzw232,15,474,related,Odd
gzw232,15,555,unrelated,Odd
gzw232,16,501.9999999999709,unrelated,Even
gzw232,16,376,related,Even
gzw232,17,534,unrelated,Odd
gzw232,17,469,related,Odd
gzw232,18,528.0000000000582,unrelated,Even
gzw232,18,387,related,Even
gzw232,19,506,unrelated,Odd
gzw232,19,583,related,Odd
gzw232,20,480,related,Even
gzw232,20,500.0000000001164,unrelated,Even
gzw232,21,537,unrelated,Odd
gzw232,21,476,related,Odd
gzw232,22,488,unrelated,Even
gzw232,22,460,related,Even
gzw232,23,645,unrelated,Odd
gzw232,23,429,related,Odd
gzw232,24,740,unrelated,Even
gzw232,24,468,related,Even
gzw232,25,493,unrelated,Odd
gzw232,25,452,related,Odd
gzw232,26,540,related,Even
gzw232,26,518,unrelated,Even
gzw232,27,529,related,Odd
gzw232,27,767.0000000001164,unrelated,Odd
gzw232,28,426.9999999999418,unrelated,Even
gzw232,28,432,related,Even
gzw232,29,458,related,Odd
gzw232,29,465,unrelated,Odd
gzw232,31,533,related,Odd
gzw232,31,541.0000000001164,unrelated,Odd
gzw232,32,613,related,Even
gzw232,32,610,unrelated,Even
gzw232,33,546,related,Odd
gzw232,33,543.0000000001164,unrelated,Odd
gzw232,34,637,unrelated,Even
gzw232,34,578,related,Even
gzw232,35,471,related,Odd
gzw232,35,548.9999999999418,unrelated,Odd
gzw232,36,473,related,Even
gzw232,36,448,unrelated,Even
gzw232,37,455,related,Odd
gzw232,37,472,unrelated,Odd
gzw232,38,637,unrelated,Even
gzw232,38,427.0000000001164,related,Even
gzw232,39,649,unrelated,Odd
gzw232,39,446,related,Odd
gzw232,40,567.9999999999418,unrelated,Even
gzw232,40,435.0000000001164,related,Even
hio222,1,465.6249999970896,related,Odd
hio222,1,552.1849999931874,unrelated,Odd
hio222,4,658.9700000040466,related,Even
hio222,4,546.215000009397,unrelated,Even
hio222,5,545.6300000078045,related,Odd
hio222,5,551.6350000107195,unrelated,Odd
hio222,6,668.3750000083819,unrelated,Even
hio222,6,780.4749999922933,related,Even
hio222,7,652.9500000033295,unrelated,Odd
hio222,7,460.9049999999115,related,Odd
hio222,8,839.1399999964051,related,Even
hio222,8,333.2349999982398,unrelated,Even
hio222,9,768.595000001369,related,Odd
hio222,9,632.2000000072876,unrelated,Odd
hio222,10,776.2349999975413,related,Even
hio222,10,573.2800000114366,unrelated,Even
hio222,11,666.9499999989057,unrelated,Odd
hio222,11,570.785000003525,related,Odd
hio222,12,625.5150000069989,unrelated,Even
hio222,12,1177.1399999997811,related,Even
hio222,13,708.4250000043539,unrelated,Odd
hio222,13,460.4900000122143,related,Odd
hio222,14,796.4449999999488,unrelated,Even
hio222,14,834.7549999889452,related,Even
hio222,15,658.4799999982351,related,Odd
hio222,15,621.5850000007777,unrelated,Odd
hio222,16,898.9049999945564,unrelated,Even
hio222,16,454.24000000639353,related,Even
hio222,17,1044.2800000018906,related,Odd
hio222,17,515.9600000042701,unrelated,Odd
hio222,18,575.0799999950686,unrelated,Even
hio222,18,529.7750000027008,related,Even
hio222,20,1195.7149999943795,related,Even
hio222,20,759.024999992107,unrelated,Even
hio222,21,532.3999999964144,related,Odd
hio222,21,509.30499999958556,unrelated,Odd
hio222,22,562.9950000002282,unrelated,Even
hio222,22,507.11999999475665,related,Even
hio222,23,655.5349999980535,unrelated,Odd
hio222,23,489.69500001112465,related,Odd
hio222,24,825.0849999894854,unrelated,Even
hio222,24,595.3850000078091,related,Even
hio222,25,624.9499999976251,unrelated,Odd
hio222,25,634.185000002617,related,Odd
hio222,26,621.7900000046939,unrelated,Even
hio222,26,446.235000010347,related,Even
hio222,27,634.6599999960745,unrelated,Odd
hio222,27,526.8249999935506,related,Odd
hio222,28,694.2750000016531,unrelated,Even
hio222,28,657.9900000069756,related,Even
hio222,29,494.64000000443775,related,Odd
hio222,29,673.8449999975273,unrelated,Odd
hio222,30,759.699999995064,related,Even
hio222,30,675.4599999985658,unrelated,Even
hio222,32,646.1899999994785,related,Even
hio222,32,702.1749999985332,unrelated,Even
hio222,33,548.8299999997253,related,Odd
hio222,34,465.33500000077765,related,Even
hio222,34,618.7999999965541,unrelated,Even
hio222,36,575.3600000025472,related,Even
hio222,36,481.18000000249594,unrelated,Even
hio222,37,617.2899999946821,related,Odd
hio222,37,789.0750000078697,unrelated,Odd
hio222,38,712.1849999966798,related,Even
hio222,38,1052.0899999974063,unrelated,Even
hio222,39,780.3149999963352,unrelated,Odd
hio222,39,874.0300000063144,related,Odd
hio222,40,669.1900000005262,related,Even
hio222,40,545.8699999871897,unrelated,Even
htm240,1,583.974999957718,related,Odd
htm240,1,578.6899999948218,unrelated,Odd
htm240,3,533.6799999931827,related,Odd
htm240,3,631.1099999584258,unrelated,Odd
htm240,6,909.7749999491498,related,Even
htm240,6,541.1600000225008,unrelated,Even
htm240,7,2039.4450000021607,unrelated,Odd
htm240,7,750.2000000094995,related,Odd
htm240,8,582.5300000142306,related,Even
htm240,8,677.2849999833852,unrelated,Even
htm240,11,798.3600000152364,related,Odd
htm240,11,538.1850000703707,unrelated,Odd
htm240,12,675.6149999564514,unrelated,Even
htm240,12,641.7849999852479,related,Even
htm240,15,718.544999952428,unrelated,Odd
htm240,15,831.9749999791384,related,Odd
htm240,17,613.2700000889599,related,Odd
htm240,17,696.2050000438467,unrelated,Odd
htm240,18,914.5599999465048,unrelated,Even
htm240,18,642.9749999660999,related,Even
htm240,19,734.6099999267608,unrelated,Odd
htm240,19,606.1250000493601,related,Odd
htm240,20,848.7700000405312,related,Even
htm240,20,687.1299999766052,unrelated,Even
htm240,21,618.5350000159815,unrelated,Odd
htm240,21,586.7149999830872,related,Odd
htm240,22,648.8499999977648,related,Even
htm240,22,630.5649999994785,unrelated,Even
htm240,23,738.6200000764802,related,Odd
htm240,23,803.3099999884143,unrelated,Odd
htm240,25,630.1049999892712,unrelated,Odd
htm240,25,567.9000000236556,related,Odd
htm240,26,646.3649999350309,related,Even
htm240,26,622.3349999636412,unrelated,Even
htm240,27,731.9600000046194,related,Odd
htm240,27,991.455000010319,unrelated,Odd
htm240,28,549.3299999507144,related,Even
htm240,28,595.2050000196323,unrelated,Even
htm240,31,814.0699999639764,unrelated,Odd
htm240,31,943.5349999694154,related,Odd
htm240,32,458.0749999731779,related,Even
htm240,32,623.2800000580028,unrelated,Even
htm240,35,1480.2400000626221,related,Odd
htm240,35,686.174999922514,unrelated,Odd
htm240,38,600.7400000235066,unrelated,Even
htm240,38,467.38000004552305,related,Even
htm240,39,799.6600000187755,related,Odd
htm240,39,608.6549999890849,unrelated,Odd
htm240,40,835.2100000483915,unrelated,Even
htm240,40,623.4600000316277,related,Even
htw273,1,572,unrelated,Odd
htw273,1,522.9999999999709,related,Odd
htw273,3,1179,related,Odd
htw273,3,609,unrelated,Odd
htw273,6,577,related,Even
htw273,6,492,unrelated,Even
htw273,7,442,related,Odd
htw273,7,911.9999999998836,unrelated,Odd
htw273,9,961,unrelated,Odd
htw273,9,903,related,Odd
htw273,12,609.0000000000146,related,Even
htw273,12,726,unrelated,Even
htw273,13,539,unrelated,Odd
htw273,13,839,related,Odd
htw273,15,999,unrelated,Odd
htw273,15,599,related,Odd
htw273,17,990,related,Odd
htw273,17,793,unrelated,Odd
htw273,21,850,related,Odd
htw273,21,663,unrelated,Odd
htw273,23,851,related,Odd
htw273,23,611,unrelated,Odd
htw273,25,666,unrelated,Odd
htw273,25,487,related,Odd
htw273,26,435,unrelated,Even
htw273,26,525.9999999999418,related,Even
htw273,27,816,related,Odd
htw273,27,708,unrelated,Odd
htw273,28,640,unrelated,Even
htw273,28,702,related,Even
htw273,29,714,related,Odd
htw273,29,791,unrelated,Odd
htw273,33,1122,related,Odd
htw273,33,562,unrelated,Odd
htw273,34,691,related,Even
htw273,34,526,unrelated,Even
htw273,35,758,unrelated,Odd
htw273,35,1231,related,Odd
htw273,36,1173,related,Even
htw273,36,836,unrelated,Even
htw273,38,479,unrelated,Even
htw273,38,1120,related,Even
htw273,39,1196,unrelated,Odd
htw273,39,1112.0000000000582,related,Odd
ibi267,1,1565.3300000121817,unrelated,Odd
ibi267,1,758.8999999861699,related,Odd
ibi267,2,680.2050000114832,unrelated,Even
ibi267,2,601.5999999945052,related,Even
ibi267,3,833.890000008978,unrelated,Odd
ibi267,3,637.5299999781419,related,Odd
ibi267,5,2023.3050000097137,related,Odd
ibi267,5,1182.6949999958742,unrelated,Odd
ibi267,6,788.3499999879859,unrelated,Even
ibi267,6,783.7550000112969,related,Even
ibi267,8,1770.2900000149384,unrelated,Even
ibi267,8,765.3450000216253,related,Even
ibi267,9,1046.0749999911059,related,Odd
ibi267,9,917.8949999914039,unrelated,Odd
ibi267,10,1319.7499999951106,unrelated,Even
ibi267,10,597.4649999989197,related,Even
ibi267,11,2326.9949999812525,related,Odd
ibi267,11,802.7050000091549,unrelated,Odd
ibi267,12,980.7250000012573,unrelated,Even
ibi267,12,773.6399999994319,related,Even
ibi267,15,1736.1199999868404,unrelated,Odd
ibi267,15,1195.240000000922,related,Odd
ibi267,16,1023.8850000023376,related,Even
ibi267,16,1010.9600000141654,unrelated,Even
ibi267,18,900.3399999928661,related,Even
ibi267,18,665.6699999875855,unrelated,Even
ibi267,19,1101.6100000124425,related,Odd
ibi267,19,877.600000007078,unrelated,Odd
ibi267,21,1064.9799999955576,unrelated,Odd
ibi267,21,640.2649999945424,related,Odd
ibi267,22,1128.5199999983888,related,Even
ibi267,22,1170.6750000012107,unrelated,Even
ibi267,24,1247.8999999875668,related,Even
ibi267,24,982.2749999875668,unrelated,Even
ibi267,25,635.4200000059791,related,Odd
ibi267,25,585.9999999811407,unrelated,Odd
ibi267,26,877.3550000041723,unrelated,Even
ibi267,26,642.4249999981839,related,Even
ibi267,27,1323.210000002291,related,Odd
ibi267,28,1444.8750000155997,related,Even
ibi267,28,767.1450000198092,unrelated,Even
ibi267,35,1042.0699999958742,related,Odd
ibi267,35,1293.5149999975692,unrelated,Odd
ibi267,36,1475.4399999801535,unrelated,Even
ibi267,36,633.430000016233,related,Even
ibi267,37,1968.0399999779183,unrelated,Odd
ibi267,38,912.1000000159256,unrelated,Even
ibi267,38,852.790000004461,related,Even
ieg032,1,555.7200000621378,unrelated,Odd
ieg032,1,538.8100000564009,related,Odd
ieg032,2,465.24500008672476,related,Even
ieg032,2,490.4050000477582,unrelated,Even
ieg032,3,713.3000001776963,related,Odd
ieg032,3,537.8900000359863,unrelated,Odd
ieg032,4,925.1149999909103,unrelated,Even
ieg032,4,484.7949999384582,related,Even
ieg032,5,597.5949999410659,related,Odd
ieg032,5,564.3599999602884,unrelated,Odd
ieg032,6,551.3949999585748,related,Even
ieg032,6,417.284999974072,unrelated,Even
ieg032,7,712.0700001250952,related,Odd
ieg032,7,639.7250001318753,unrelated,Odd
ieg032,9,493.36500000208616,related,Odd
ieg032,9,557.7550001908094,unrelated,Odd
ieg032,10,491.76499992609024,related,Even
ieg032,10,572.6199999917299,unrelated,Even
ieg032,11,518.7650001607835,unrelated,Odd
ieg032,11,581.9300001021475,related,Odd
ieg032,12,556.4399999566376,related,Even
ieg032,12,434.27000008523464,unrelated,Even
ieg032,13,568.44999990426,related,Odd
ieg032,13,429.84999995678663,unrelated,Odd
ieg032,14,545.6799999810755,unrelated,Even
ieg032,14,611.4149999339134,related,Even
ieg032,16,924.8450000304729,unrelated,Even
ieg032,16,1110.4300001170486,related,Even
ieg032,17,584.1800000052899,related,Odd
ieg032,17,435.73500006459653,unrelated,Odd
ieg032,18,658.6100000422448,unrelated,Even
ieg032,18,518.6300000641495,related,Even
ieg032,19,733.5049998946488,related,Odd
ieg032,19,483.90499991364777,unrelated,Odd
ieg032,20,696.0050000343472,unrelated,Even
ieg032,20,663.8050000183284,related,Even
ieg032,21,540.3299999888986,unrelated,Odd
ieg032,21,443.85999999940395,related,Odd
ieg032,22,880.4800000507385,related,Even
ieg032,22,725.9249999187887,unrelated,Even
ieg032,23,582.0700000040233,related,Odd
ieg032,23,582.894999999553,unrelated,Odd
ieg032,24,522.4899998866022,unrelated,Even
ieg032,24,450.4350000061095,related,Even
ieg032,25,496.79000000469387,unrelated,Odd
ieg032,25,494.76999999023974,related,Odd
ieg032,26,436.90000008791685,related,Even
ieg032,26,518.5650000348687,unrelated,Even
ieg032,27,726.8999998923391,unrelated,Odd
ieg032,27,497.39999999292195,related,Odd
ieg032,28,649.9250000342727,unrelated,Even
ieg032,28,642.214999999851,related,Even
ieg032,29,426.63499992340803,unrelated,Odd
ieg032,29,529.4949999079108,related,Odd
ieg032,30,578.429999994114,unrelated,Even
ieg032,30,534.8799999337643,related,Even
ieg032,31,713.1199999712408,unrelated,Odd
ieg032,31,516.0699998959899,related,Odd
ieg032,32,582.1750001050532,unrelated,Even
ieg032,32,465.48000001348555,related,Even
ieg032,33,440.984999993816,related,Odd
ieg032,33,531.4699998125434,unrelated,Odd
ieg032,34,512.5700000207871,related,Even
ieg032,34,551.4350000303239,unrelated,Even
ieg032,35,602.3250001017004,unrelated,Odd
ieg032,35,422.43000003509223,related,Odd
ieg032,36,474.70500017516315,related,Even
ieg032,36,509.5250001177192,unrelated,Even
ieg032,37,739.060000050813,unrelated,Odd
ieg032,37,451.17000001482666,related,Odd
ieg032,38,405.8749999385327,related,Even
ieg032,38,522.0200000330806,unrelated,Even
ieg032,39,614.5999999716878,unrelated,Odd
ieg032,39,771.8749998603016,related,Odd
ieg032,40,838.1950000766665,related,Even
ieg032,40,886.2499999813735,unrelated,Even
ijo046,1,572,unrelated,Odd
ijo046,1,588.0000000001164,related,Odd
ijo046,2,508,related,Even
ijo046,2,701.0000000000582,unrelated,Even
ijo046,3,685.0000000000146,related,Odd
ijo046,3,771,unrelated,Odd
ijo046,4,725,related,Even
ijo046,4,881,unrelated,Even
ijo046,5,738,related,Odd
ijo046,5,643,unrelated,Odd
ijo046,6,665.9999999999854,related,Even
ijo046,6,601,unrelated,Even
ijo046,7,729,unrelated,Odd
ijo046,7,550,related,Odd
ijo046,8,674,unrelated,Even
ijo046,8,558,related,Even
ijo046,9,783.9999999999854,unrelated,Odd
ijo046,9,619.9999999999418,related,Odd
ijo046,10,956,related,Even
ijo046,10,575,unrelated,Even
ijo046,11,563,unrelated,Odd
ijo046,11,609,related,Odd
ijo046,12,906.0000000000582,related,Even
ijo046,12,793,unrelated,Even
ijo046,14,677,related,Even
ijo046,14,729,unrelated,Even
ijo046,15,789,related,Odd
ijo046,15,883,unrelated,Odd
ijo046,16,877,related,Even
ijo046,16,707,unrelated,Even
ijo046,17,701,related,Odd
ijo046,17,620,unrelated,Odd
ijo046,18,640,related,Even
ijo046,18,553,unrelated,Even
ijo046,19,617.0000000000291,unrelated,Odd
ijo046,19,860,related,Odd
ijo046,20,684,unrelated,Even
ijo046,20,682,related,Even
ijo046,21,935,related,Odd
ijo046,21,642,unrelated,Odd
ijo046,22,1036,related,Even
ijo046,22,644,unrelated,Even
ijo046,23,878.0000000000582,unrelated,Odd
ijo046,23,782.9999999998836,related,Odd
ijo046,24,860,unrelated,Even
ijo046,24,696,related,Even
ijo046,26,452.0000000000582,related,Even
ijo046,26,628,unrelated,Even
ijo046,27,907,unrelated,Odd
ijo046,27,667,related,Odd
ijo046,28,666,related,Even
ijo046,28,767,unrelated,Even
ijo046,29,1095,unrelated,Odd
ijo046,29,578.9999999999418,related,Odd
ijo046,31,672,related,Odd
ijo046,31,865,unrelated,Odd
ijo046,34,603,related,Even
ijo046,34,636,unrelated,Even
ijo046,36,848.0000000000582,unrelated,Even
ijo046,36,532,related,Even
ijo046,37,756,unrelated,Odd
ijo046,37,822,related,Odd
ijo046,38,585,unrelated,Even
ijo046,38,579,related,Even
ijo046,39,937,unrelated,Odd
ijo046,39,727,related,Odd
ijo046,40,780,unrelated,Even
ijo046,40,843,related,Even
isu270,1,780.0349999743048,unrelated,Odd
isu270,1,611.9349999935366,related,Odd
isu270,2,831.8500000168569,unrelated,Even
isu270,2,666.7899999883957,related,Even
isu270,3,847.5699999835342,unrelated,Odd
isu270,3,621.7699999979232,related,Odd
isu270,4,858.829999982845,related,Even
isu270,4,710.5500000179745,unrelated,Even
isu270,6,1013.7000000104308,related,Even
isu270,6,799.5200000004843,unrelated,Even
isu270,7,900.9749999968335,related,Odd
isu270,7,662.8900000068825,unrelated,Odd
isu270,8,765.4549999861047,unrelated,Even
isu270,8,680.8700000110548,related,Even
isu270,9,734.8000000056345,related,Odd
isu270,9,705.2100000146311,unrelated,Odd
isu270,11,799.2999999842141,related,Odd
isu270,11,792.3749999899883,unrelated,Odd
isu270,12,859.0450000192504,related,Even
isu270,12,749.0950000064913,unrelated,Even
isu270,13,781.7149999900721,unrelated,Odd
isu270,13,638.3500000229105,related,Odd
isu270,14,771.8499999900814,unrelated,Even
isu270,14,854.6649999916553,related,Even
isu270,15,1090.2050000149757,related,Odd
